"state","chamber","state_chamber","term","term_start","term_end","term_elec_yr","term_length","n_maj","n_min","chamber_size","legislature_size","num_chamber_comms","num_joint_comms","maj_SLES_median","min_SLES_median","maj_min_SLES_meddiff","maj_above_min_SLES_median","chair_SLES_median","notchair_SLES_median","chair_SLES_meddiff","majfrosh_SLES_meddiff","minfrosh_SLES_meddiff","num_female","share_female","kpb_dem_share","kpb_rep_share","share_dem","partisan_seatshare_diff","term_limits_enacted","term_limits_applied","aj_deny_hearing","aj_deny_report","aj_comm_gatekeep","aj_chamb_vote_comm_appts","aj_majleader_setscal","aj_majcom_setscal","aj_anymaj_setscal","aj_rules_change","SM_maj_median","SM_min_median","SM_median_diff","SM_maj_sd","SM_min_sd","squire_year","squire_index","leg_salary_yr_avg","slength_avg_all","ncsl_staff_year","ncsl_num_staff","ncsl_num_staff_per_leg","maj_party_controls_gov","maj_party_controls_oppo_chamber","unified_gov"
"AL","upper","AL-upper","2007_2010",2007,2010,2006,4,25,17,35,140,26,0,1.11417245212209,0.531756104763642,0.582416347358446,0.72,1.15304991792142,0.509501108532355,0.64354880938906,0.621752555970237,0.379867957533092,6,0.142857142857143,0.657142857142857,0.342857142857143,0.595238095238095,0.314285714285714,0,0,1,1,1,0,0,1,1,NA,-0.396,1.047,1.443,0.498680605020231,0.186318867489258,2009,0.078,584.42,46.64,2009,550,3.92857142857143,0,1,0
"AL","upper","AL-upper","2011_2014",2011,2014,2010,4,23,13,35,140,25,5,1.06315530348362,0.56046596013251,0.502689343351106,0.869565217391304,1.06315530348362,0.622984730364171,0.440170573119445,0.340369551489853,-0.343049942110876,5,0.138888888888889,0.342857142857143,0.628571428571429,0.333333333333333,0.285714285714286,0,0,1,1,1,0,0,1,1,NA,1.04,-0.623,1.663,0.144631718819639,0.370502531103411,2015,0.175048243,693.9,50.25,2015,408,2.91428571428571,1,1,1
"AL","upper","AL-upper","2015_2018",2015,2018,2014,4,26,9,35,140,21,0,0.950049061927825,0.665084865679991,0.284964196247834,0.769230769230769,0.932104231016321,0.74883721099171,0.183267020024611,-0.0644081958614854,NA,4,0.114285714285714,NA,NA,0.228571428571429,0.514285714285714,0,0,1,1,1,0,0,1,1,NA,1.049,-0.873,1.922,0.167004525106461,0.352157234408758,2015,0.175048243,41616.76,69,2015,408,2.91428571428571,1,1,1
"AR","lower","AR-lower","1997_1998",1997,1998,1996,2,86,13,100,135,10,0,0.830646193832248,0.701569977813938,0.12907621601831,0.604651162790698,0.841471398841982,0.820181823834535,0.0212895750074469,0.765496995256457,0.36820710800083,22,0.222222222222222,0.86,0.13,0.868686868686869,0.73,1,0,1,1,1,0,0,0,0,NA,0.009,0.459,0.45,0.17065849133956,0.356956901705797,1996,0.104,16852.32,34.08,1996,456,3.37777777777778,0,1,0
"AR","lower","AR-lower","1999_2000",1999,2000,1998,2,77,24,100,135,15,0,0.695407846275627,0.796713405607056,-0.101305559331429,0.454545454545455,2.01426893770053,0.665761789584828,1.3485071481157,0.828123659259179,0.70638663062803,20,0.198019801980198,0.76,0.24,0.762376237623762,0.52,1,1,1,1,1,0,0,0,0,NA,-0.057,0.66,0.717,0.167499096495986,0.322515442336845,2003,0.106,16094.72,76.1,2003,493,3.65185185185185,0,1,0
"AR","lower","AR-lower","2001_2002",2001,2002,2000,2,70,30,100,135,15,0,0.744118965151229,1.11799884967098,-0.373879884519752,0.3,1.18005327043044,0.816945752003253,0.363107518427187,0.324785421206699,0.337202605044343,14,0.14,0.7,0.3,0.7,0.4,1,1,1,1,1,0,0,0,0,NA,-0.01,0.623,0.633,0.204781878218534,0.306081297776513,2003,0.106,15632.58,35.5,2003,493,3.65185185185185,0,1,0
"AR","lower","AR-lower","2003_2004",2003,2004,2002,2,70,30,100,135,10,0,0.855530466122965,0.785420550142184,0.0701099159807812,0.557142857142857,1.23561234962042,0.785639611022533,0.449972738597886,0.181103193821268,0.203519590429221,15,0.15,0.72,0.28,0.7,0.44,1,1,1,1,1,0,0,0,0,NA,-0.008,0.629,0.637,0.223522388751225,0.224300965959778,2003,0.106,15518.89,59.28,2003,493,3.65185185185185,0,1,0
"AR","lower","AR-lower","2005_2006",2005,2006,2004,2,72,28,100,135,10,0,0.893476105472037,0.868451113017954,0.0250249924540831,0.541666666666667,1.26636772270668,0.874509770716229,0.391857951990452,0.304312069438524,0.304159149149411,16,0.16,0.72,0.28,0.72,0.44,1,1,1,1,1,0,0,0,0,NA,0.077,0.685,0.608,0.233287890875042,0.197642142784974,2009,0.11,15460.65,36.57,2009,546,4.04444444444444,0,1,0
"AR","lower","AR-lower","2007_2008",2007,2008,2006,2,75,25,100,135,10,0,0.884703518774175,0.871084369940764,0.0136191488334108,0.533333333333333,0.902305284177608,0.873807845895459,0.0284974382821487,0.582826866302888,0.356447995993979,22,0.22,0.75,0.25,0.75,0.5,1,1,1,1,1,0,0,0,0,NA,0.095,0.752,0.657,0.194573735269221,0.244141563089414,2009,0.11,15390.26,32.3,2009,546,4.04444444444444,1,1,1
"AR","lower","AR-lower","2009_2010",2009,2010,2008,2,71,29,100,135,13,5,0.876378979717401,0.52506157379906,0.351317405918341,0.676056338028169,1.72791789401172,0.583409133244224,1.14450876076749,0.687175638555477,0.929448097308932,25,0.25,0.71,0.28,0.71,0.43,1,1,1,1,1,0,0,0,0,NA,0.083,1.029,0.946,0.165322121752929,0.232380904067248,2009,0.11,15334.51,40.11,2009,546,4.04444444444444,1,1,1
"AR","lower","AR-lower","2011_2012",2011,2012,2010,2,54,46,100,135,10,24,0.964639065671742,0.538252295798425,0.426386769873316,0.740740740740741,1.04015399861123,0.688133076458632,0.352020922152594,0.587710969449787,0.485100690480717,22,0.22,0.55,0.44,0.54,0.11,1,1,1,1,1,0,0,0,0,NA,0.105,1.092,0.987,0.322395412404819,0.435147111239395,2015,0.207421729,15227.47,47.57,2015,532,3.94074074074074,1,1,1
"AR","lower","AR-lower","2013_2014",2013,2014,2012,2,51,49,100,135,10,24,0.833086666525858,0.7093589823852,0.123727684140658,0.588235294117647,1.33551938080376,0.81175228261606,0.523767098187695,0.181084333809642,0.522735037244285,17,0.17,NA,NA,0.49,0.02,1,1,1,1,1,0,0,0,0,NA,1.091,0.02,1.071,0.45643059904961,0.360786079251682,2015,0.207421729,14735.39,66.56,2015,532,3.94074074074074,0,1,0
"AR","lower","AR-lower","2015_2016",2015,2016,2014,2,64,36,100,135,10,24,0.775615574641002,0.565164413162952,0.21045116147805,0.625,1.5670571662069,0.623897628401419,0.943159537805479,0.713116361269464,0.152249175037569,20,0.2,NA,NA,0.36,0.28,1,1,1,1,1,0,0,0,0,NA,1.118,-0.154,1.272,0.392682806999147,0.484484957140953,2015,0.207421729,36028.1,49.64,2015,532,3.94074074074074,1,1,1
"AR","lower","AR-lower","2017_2018",2017,2018,2016,2,73,27,100,135,10,0,0.775188422486538,0.480972275690935,0.294216146795603,0.671232876712329,1.46632305682924,0.501061076533806,0.965261980295438,0.0429413790697608,0.0427466832662314,18,0.18,NA,NA,0.27,0.46,1,1,1,1,1,0,0,0,0,NA,1.105,-0.189,1.294,0.344098915273844,0.453231842987393,2015,0.207421729,34635.45,74.36,2015,532,3.94074074074074,1,1,1
"AR","upper","AR-upper","1997_1998",1997,1998,1996,2,28,7,35,135,9,0,0.982217861929741,0.478091232814747,0.504126629114995,0.75,1.09830763427589,0.608129937192757,0.490177697083129,0.689285841548124,0.356972896429506,1,0.0285714285714286,0.8,0.171428571428571,0.8,0.628571428571429,1,0,0,0,0,0,0,0,0,NA,-0.116,0.734,0.85,0.150962297389894,0.444351868967242,1996,0.104,16852.32,34.08,1996,456,3.37777777777778,0,1,0
"AR","upper","AR-upper","1999_2000",1999,2000,1998,2,29,6,35,135,16,0,0.805420726852927,0.920262561822396,-0.114841834969469,0.413793103448276,0.994447683966453,0.747396116905007,0.247051567061446,0.313361542455729,0.270802517384771,0,0,0.828571428571429,0.171428571428571,0.828571428571429,0.657142857142858,1,0,0,0,0,0,0,0,0,NA,-0.114,0.415,0.529,0.180859802020599,0.252952115797861,2003,0.106,16094.72,76.1,2003,493,3.65185185185185,0,1,0
"AR","upper","AR-upper","2001_2002",2001,2002,2000,2,27,8,35,135,16,0,0.937512836119958,0.585109035880076,0.352403800239881,0.740740740740741,1.15763157355162,0.900186357454128,0.257445216097496,0.180488730841359,0.570228443868491,4,0.114285714285714,0.771428571428571,0.228571428571429,0.771428571428571,0.542857142857142,1,1,0,0,0,0,0,0,0,NA,-0.083,0.518,0.601,0.197576593382872,0.185997722432783,2003,0.106,15632.58,35.5,2003,493,3.65185185185185,0,1,0
"AR","upper","AR-upper","2003_2004",2003,2004,2002,2,27,8,35,135,10,0,1.09616995239061,0.691481607427239,0.404688344963374,0.777777777777778,1.23661824441496,0.805832052203497,0.430786192211461,0.17895999724191,-0.225001942462322,7,0.2,0.771428571428571,0.228571428571429,0.771428571428571,0.542857142857142,1,1,0,0,0,0,0,0,0,NA,-0.059,0.589,0.648,0.225063216860549,0.360908361749214,2003,0.106,15518.89,59.28,2003,493,3.65185185185185,0,1,0
"AR","upper","AR-upper","2005_2006",2005,2006,2004,2,27,8,35,135,10,0,1.0763106450029,0.736271486205982,0.340039158796921,0.777777777777778,0.912224755193836,0.946428401430096,-0.0342036462362605,0.452914716367885,NA,6,0.171428571428571,0.771428571428571,0.228571428571429,0.771428571428571,0.542857142857142,1,1,0,0,0,0,0,0,0,NA,-0.022,0.589,0.611,0.243308055562345,0.360908361749214,2009,0.11,15460.65,36.57,2009,546,4.04444444444444,0,1,0
"AR","upper","AR-upper","2007_2008",2007,2008,2006,2,27,8,35,135,9,0,1.06345281850999,0.66423567762422,0.399217140885771,0.888888888888889,1.00316815737296,0.988579670087192,0.014588487285764,0.148885114695993,0.216295799064642,6,0.171428571428571,0.771428571428571,0.228571428571429,0.771428571428571,0.542857142857142,1,1,0,0,0,0,0,0,0,NA,0.003,0.589,0.586,0.236328528924219,0.334164931103831,2009,0.11,15390.26,32.3,2009,546,4.04444444444444,1,1,1
"AR","upper","AR-upper","2009_2010",2009,2010,2008,2,27,8,35,135,12,5,0.932858191188456,0.754582189938956,0.1782760012495,0.666666666666667,0.917413502625827,0.839574734852346,0.0778387677734805,-0.318642443977228,-0.250601529026125,7,0.2,0.771428571428571,0.228571428571429,0.771428571428571,0.542857142857142,1,1,0,0,0,0,0,0,0,NA,0.003,0.657,0.654,0.243461213706313,0.357340142539325,2009,0.11,15334.51,40.11,2009,546,4.04444444444444,1,1,1
"AR","upper","AR-upper","2011_2012",2011,2012,2010,2,20,15,35,135,9,24,0.868259835261144,0.808020525204992,0.0602393100561517,0.6,1.01997529017553,0.820346543670038,0.199628746505492,0.100558695624844,-0.440756009142987,8,0.228571428571429,0.571428571428571,0.428571428571429,0.571428571428571,0.142857142857142,1,1,0,0,0,0,0,0,0,NA,0.004,0.843,0.839,0.254527588762885,0.24674199232103,2015,0.207421729,15227.47,47.57,2015,532,3.94074074074074,1,1,1
"AR","upper","AR-upper","2013_2014",2013,2014,2012,2,21,14,35,135,9,24,1.04213868018801,0.832500966546559,0.209637713641446,0.666666666666667,1.25155445881896,0.848536312257571,0.403018146561391,0.319312476025642,-0.0223331199014825,6,0.171428571428571,NA,NA,0.4,0.2,1,1,0,0,0,0,0,0,0,NA,1.068,0.049,1.019,0.217172414590612,0.23256324262305,2015,0.207421729,14735.39,66.56,2015,532,3.94074074074074,0,1,0
"AR","upper","AR-upper","2015_2016",2015,2016,2014,2,24,11,35,135,9,24,0.899857553761508,0.736982224253513,0.162875329507995,0.625,1.02639500012602,0.620594388397461,0.405800611728554,0.51198947852145,NA,7,0.2,NA,NA,0.314285714285714,0.371428571428571,1,1,0,0,0,0,0,0,0,NA,1.087,0.019,1.068,0.273612371393058,0.250441422664306,2015,0.207421729,36028.1,49.64,2015,532,3.94074074074074,1,1,1
